label,num_vert,max_degree,max_indegree,max_values,nodes,method,kind,query_type,filename,target,observed,barren,interval_result,time
vs_n7_mID4_mD6_mV4_nV2-1,2,6,4,4,7,cve_ch5,sing,cond,./networks/vmodel/vmodel-sing_n7_mID4_mD6_mV4_nV2-1.uai,0,6,0,0.5077160194512178 0.7788321867405992 0.22116781325940074 0.4922839805487822,169.0
vm_n7_mID4_mD6_mV4_nV2-1,2,6,4,4,7,cve_ch5,mult,marg,./networks/vmodel/vmodel-mult_n7_mID4_mD6_mV4_nV2-1.uai,2,,3,0.1731050258391875 0.6692120199088125 0.103752827456 0.5913967431616249 0.1538578168518125 0.5423693186555313,280.0
vm_n7_mID4_mD6_mV4_nV2-1,2,6,4,4,7,cve_ch5,mult,cond,./networks/vmodel/vmodel-mult_n7_mID4_mD6_mV4_nV2-1.uai,0,5 4 2,0,,
vs_n8_mID4_mD6_mV4_nV2-1,2,6,4,4,8,cve_ch10,sing,marg,./networks/vmodel/vmodel-sing_n8_mID4_mD6_mV4_nV2-1.uai,7,,0,0.21408999925225283 0.7127494227820396 0.2872505772179604 0.7859100007477472,178.0
vs_n8_mID4_mD6_mV4_nV2-1,2,6,4,4,8,cve_ch10,sing,cond,./networks/vmodel/vmodel-sing_n8_mID4_mD6_mV4_nV2-1.uai,0,7,0,0.07891005778115347 0.6891259981794416 0.2948400989957314 0.7366834863917275 0.009967172146851166 0.12324422609635481 0.005985588398438275 0.062089301316331884,801.0
vm_n8_mID4_mD6_mV4_nV2-1,2,6,4,4,8,cve_ch10,mult,marg,./networks/vmodel/vmodel-mult_n8_mID4_mD6_mV4_nV2-1.uai,1,,2,0.2188765639970062 0.9486461282668132 0.051353871733186895 0.7811234360029937,98.0
vm_n8_mID4_mD6_mV4_nV2-1,2,6,4,4,8,cve_ch10,mult,cond,./networks/vmodel/vmodel-mult_n8_mID4_mD6_mV4_nV2-1.uai,2,3 1,0,,
vs_n8_mID4_mD6_mV4_nV2-1,2,6,4,4,8,cve_ch5,sing,marg,./networks/vmodel/vmodel-sing_n8_mID4_mD6_mV4_nV2-1.uai,7,,0,0.23031652529238447 0.7081499018039643 0.29185009819603575 0.7696834747076157,129.0
vs_n8_mID4_mD6_mV4_nV2-1,2,6,4,4,8,cve_ch5,sing,cond,./networks/vmodel/vmodel-sing_n8_mID4_mD6_mV4_nV2-1.uai,0,7,0,0.07898963150352167 0.6890396780170316 0.2949579067730884 0.7360683344797987 0.00999776543737465 0.12310996787165525 0.005999263235125189 0.062040584428086666,711.0
vm_n8_mID4_mD6_mV4_nV2-1,2,6,4,4,8,cve_ch5,mult,marg,./networks/vmodel/vmodel-mult_n8_mID4_mD6_mV4_nV2-1.uai,1,,2,0.2188765639970062 0.9486461282668132 0.051353871733186895 0.7811234360029937,93.0
vm_n8_mID4_mD6_mV4_nV2-1,2,6,4,4,8,cve_ch5,mult,cond,./networks/vmodel/vmodel-mult_n8_mID4_mD6_mV4_nV2-1.uai,2,3 1,0,0.008936155789653436 0.024211849175023132 0.4456319084779167 0.7684483090614085 0.09947605148588443 0.1384997474014533 0.10069985240081303 0.42375083871155644,41075.0
